Id,SalePrice
1461,123864.89922957802
1462,152069.03931257463
1463,180457.49302318806
1464,184812.79322315005
1465,194278.43306494196
1466,184258.23719743858
1467,172252.16246139095
1468,177930.93859863
1469,182432.42290220162
1470,128784.21293338762
1471,203907.38573238262
1472,101529.26016792502
1473,106451.45276410154
1474,152779.19908012712
1475,124942.27786357659
1476,332236.311222062
1477,252713.08911974845
1478,296634.4806182368
1479,297949.41748264764
1480,387389.1854202049
1481,302459.1738200559
1482,204751.0610438118
1483,187396.0407307037
1484,177870.62746190434
1485,179544.01018300926
1486,200017.19355283355
1487,294965.5103041572
1488,241156.46644957768
1489,199225.00285958758
1490,220056.7526367178
1491,196453.3716132353
1492,104553.25917247248
1493,175055.83985730342
1494,285656.94111904415
1495,285664.17844900966
1496,230311.19777050463
1497,185908.3865759723
1498,162173.5650472003
1499,161743.4065555268
1500,163864.78702241302
1501,171064.3016791466
1502,163046.15835613877
1503,263989.28910939605
1504,217262.20151121882
1505,219151.24694010706
1506,181602.6896518336
1507,240300.4775526883
1508,189984.31012671016
1509,159289.71601656976
1510,148357.65679675448
1511,150296.9252097291
1512,171281.77660328784
1513,148883.56649928956
1514,151577.91997130352
1515,183738.00319173586
1516,154421.94106215076
1517,148973.17617141726
1518,142794.92456205146
1519,221520.2059004893
1520,138614.0975298534
1521,140224.5884883682
1522,162973.85641890115
1523,120037.60027212942
1524,120622.07553458052
1525,126255.39426084084
1526,126212.04471939593
1527,111156.83933086522
1528,125686.22728452872
1529,141570.31892073096
1530,164968.4194331217
1531,133636.98541899107
1532,104554.453649139
1533,139396.11038771208
1534,120560.3111188648
1535,149598.42425247157
1536,120053.40624234061
1537,99071.11974489535
1538,145089.35834949597
1539,177386.62748268392
1540,124264.12214962655
1541,138775.07386863686
1542,136271.54193546693
1543,171368.77330664216
1544,88929.9320283034
1545,107311.9409031113
1546,123538.42320900365
1547,132756.96769990906
1548,124116.7145699423
1549,113072.78892894229
1550,137969.20695210944
1551,121247.10149719546
1552,142968.62209247408
1553,133272.5074507669
1554,118010.63337026903
1555,164511.90686156476
1556,100262.32091809335
1557,115284.55996271016
1558,103214.30856445842
1559,116015.16915887834
1560,141542.0164604468
1561,144665.60333360813
1562,127446.42199708402
1563,123397.12755094255
1564,162857.61393649405
1565,153565.8201514551
1566,202159.21444932662
1567,96164.1595839942
1568,216040.76404036643
1569,154151.99630270398
1570,139525.96748543312
1571,128709.77388407591
1572,141219.45438251458
1573,225098.12734888113
1574,136115.977065137
1575,202879.48129814098
1576,223633.1551708464
1577,191739.92940966893
1578,146534.55485335444
1579,145099.10082221372
1580,190426.79324854707
1581,138281.35989302502
1582,127234.29090253178
1583,311259.39267925057
1584,236625.22562277157
1585,146233.843451707
1586,92347.05144452416
1587,111446.20372370884
1588,140017.0381269662
1589,110106.26237610658
1590,134000.7760191115
1591,103282.73103442206
1592,134200.8939410425
1593,119083.09085033326
1594,127714.80606079385
1595,127559.723181308
1596,197843.35951979976
1597,169422.8965161244
1598,182752.06175435186
1599,161004.2086114795
1600,173954.85277525432
1601,88056.01173553444
1602,112952.46436324043
1603,101495.3446828223
1604,266315.0172984633
1605,240677.78463588445
1606,163097.29925916175
1607,164560.8703722095
1608,213041.88300848188
1609,188738.74092227404
1610,164607.2561231944
1611,149462.18810034284
1612,190981.5071489335
1613,180324.11733462723
1614,120415.16483276796
1615,94628.69490777842
1616,91016.23139531669
1617,100590.71746229919
1618,123440.75973431449
1619,136405.15225536597
1620,177142.09870240508
1621,144256.95051396656
1622,142482.49312043466
1623,260206.05410040056
1624,220057.8193610189
1625,127359.08680222652
1626,168616.03428953662
1627,186229.5321204997
1628,259726.48237424932
1629,175244.3373118878
1630,294419.7284720287
1631,199619.76700736766
1632,230752.4554275009
1633,172297.8315111581
1634,185372.3674620302
1635,182009.31738924302
1636,171111.45469833803
1637,184080.93800122768
1638,196457.7527985838
1639,183959.98660744593
1640,229504.83553028494
1641,176461.4682561387
1642,216133.70730096908
1643,217509.8410157342
1644,213729.19753773275
1645,188345.66895031708
1646,156244.94415581573
1647,160892.57055496259
1648,142174.4955908069
1649,136870.7096201059
1650,123412.62817442519
1651,121919.50071146176
1652,101013.42913328137
1653,101831.02514901724
1654,155416.27814408852
1655,146579.6278676005
1656,152119.0790976648
1657,154626.01784737446
1658,154241.57647215974
1659,127162.75597052554
1660,151548.3293104416
1661,386757.22601300746
1662,320792.1421892045
1663,357457.7266115193
1664,387847.34447427717
1665,304864.5450657163
1666,315797.10486125754
1667,323687.66923485097
1668,325601.4233768397
1669,282450.446148542
1670,325662.84476898104
1671,265106.5497701396
1672,373677.9717803818
1673,286149.35343747324
1674,249322.45010502753
1675,196498.18300773183
1676,196289.16686941867
1677,206270.74002032803
1678,379984.93592072104
1679,362139.53114554967
1680,297296.25665146514
1681,238672.03663099062
1682,305155.06526758726
1683,195541.2961406516
1684,184883.55888409665
1685,180822.68884696698
1686,183319.43795029007
1687,174257.37719394793
1688,196668.7548258133
1689,193235.39953265106
1690,189968.65355746992
1691,182237.54962481806
1692,242758.44835363192
1693,172242.63810120855
1694,182391.1024718011
1695,172758.93398464398
1696,259914.56794281583
1697,171123.12305215333
1698,314290.45537498436
1699,313854.97176514857
1700,241304.95189455483
1701,259574.10838615688
1702,255009.08761572785
1703,256576.78741719952
1704,282202.586632399
1705,228192.7388119749
1706,367374.63042615325
1707,208492.1655160504
1708,203234.95381657162
1709,257427.70297063785
1710,222503.0013416155
1711,252950.13184715662
1712,257047.71517832257
1713,265459.4674271654
1714,216270.0819682198
1715,198329.49690948866
1716,177577.30205509337
1717,166071.83639604945
1718,129150.75538301497
1719,204592.89919520792
1720,240267.9976507323
1721,164309.42328285534
1722,125319.04959111012
1723,158419.4290714313
1724,212587.46797268253
1725,226283.39607270906
1726,188240.16231875223
1727,182070.84964354022
1728,189210.8179561571
1729,161976.3672844324
1730,147275.46729532845
1731,127412.07614216949
1732,130557.50325224437
1733,125887.14229752091
1734,129209.12243017255
1735,132853.13683464262
1736,124069.43463387518
1737,263936.87294067565
1738,209473.47434248435
1739,250845.3599113994
1740,223102.31678080326
1741,184403.0592093695
1742,169978.10654646458
1743,173750.58883550303
1744,255498.1797214271
1745,203825.99382477463
1746,190753.49177603293
1747,200233.4079520885
1748,203924.07096473544
1749,162144.55931771512
1750,140686.32688989418
1751,213126.41110305695
1752,123428.45471505063
1753,155632.950806651
1754,191832.7983497861
1755,166236.88729827377
1756,124990.08796902114
1757,121322.6099974921
1758,149688.7167252543
1759,164080.63064476117
1760,165025.85939824494
1761,153596.20382061775
1762,173590.50061503236
1763,168082.11723007404
1764,123415.10450632227
1765,171713.76659074888
1766,171628.727147599
1767,195684.7124080082
1768,140412.35221370298
1769,163285.84618836804
1770,140970.06404679612
1771,133795.8978510622
1772,140746.25666535602
1773,137767.42227872618
1774,151524.68028908537
1775,133463.30639422152
1776,119897.05348801719
1777,113662.82809832616
1778,130711.33310405162
1779,123035.79914214405
1780,165085.5132154114
1781,131885.99739367276
1782,105325.86448049947
1783,136342.1446341786
1784,107911.01996728189
1785,119928.15261096931
1786,153068.05543209627
1787,160526.14468061036
1788,84175.2256814894
1789,104606.13357051887
1790,102385.15882545037
1791,172952.67487116292
1792,145040.97125632947
1793,145752.32196860042
1794,135565.50575400356
1795,132701.598120558
1796,127896.58161609666
1797,118066.4464546937
1798,129078.70683993115
1799,111300.15538268129
1800,128809.11716981164
1801,132514.67627439005
1802,135375.65943016135
1803,155885.27303883282
1804,141595.5871664089
1805,137971.82281948108
1806,121663.5950653537
1807,132947.36758793332
1808,120644.85362426161
1809,119651.76380261312
1810,138510.4265252466
1811,115252.75825815747
1812,108357.03848948945
1813,120811.91432427804
1814,103465.52669066506
1815,80171.08087949063
1816,105983.55078823601
1817,131727.77691849374
1818,140143.1026266393
1819,121850.53132444587
1820,87404.49944809085
1821,116758.24173760871
1822,148893.02756423765
1823,79747.6198616495
1824,131307.33976163747
1825,133972.55401043085
1826,109773.51079798139
1827,111107.5698207202
1828,130798.7450352403
1829,116699.50435892575
1830,137691.33942287456
1831,143429.61309513432
1832,122495.48962852043
1833,141054.26407424943
1834,127900.32095761802
1835,138411.41576491646
1836,126315.58850306927
1837,101114.12963108486
1838,125866.85678889173
1839,101089.59255016291
1840,138336.33626039006
1841,135302.79022434133
1842,98880.1111283088
1843,143569.18799722506
1844,136345.98778766868
1845,143279.45556329185
1846,152281.4201652816
1847,158620.86875901246
1848,78212.2777344913
1849,119489.99522485593
1850,126190.91395522954
1851,148634.79476408486
1852,129968.74577369173
