Id,SalePrice
1461,125706.13952769943
1462,161641.65776708547
1463,188942.4273960554
1464,194947.58110755595
1465,194651.38067152517
1466,180415.29447712775
1467,173491.87052322918
1468,171101.76993831169
1469,180384.70208434004
1470,129072.42818600779
1471,201555.75621657097
1472,93997.59546556305
1473,100284.28910214013
1474,150495.03268963133
1475,120685.13122373905
1476,358503.3302763409
1477,249330.8056148403
1478,290178.84363449016
1479,277081.5112224394
1480,485604.55079660896
1481,315936.961539842
1482,204734.33822944574
1483,180166.9633134268
1484,172059.13484065898
1485,177992.87835969077
1486,192528.4554688047
1487,326641.74279518734
1488,239010.37665271256
1489,198407.30993618068
1490,221205.07698762743
1491,197010.67748930032
1492,93918.11497488555
1493,185850.84933402826
1494,305516.76564276655
1495,284895.9133673025
1496,241416.16632505794
1497,181421.87010806354
1498,164761.3416147828
1499,161998.8799026379
1500,156871.4382953237
1501,170423.58240761844
1502,156340.63492312498
1503,282914.64252523676
1504,229508.5979197121
1505,228273.88872560923
1506,171963.67421156084
1507,257448.27183199863
1508,195002.8067111381
1509,154212.58053722867
1510,147164.15345636633
1511,150832.39496301248
1512,166988.97829206547
1513,140535.55510646309
1514,162552.28120765253
1515,190694.54238867728
1516,144467.11819982892
1517,155519.60631861756
1518,129490.18583501097
1519,230531.3889989097
1520,140107.3351186476
1521,140363.12152411352
1522,167019.9427817416
1523,117090.99576469984
1524,125924.6294505351
1525,127333.40825819879
1526,118366.2679885931
1527,108813.22718070656
1528,132659.90128709158
1529,145148.52584689803
1530,171100.19867274648
1531,118565.23509915962
1532,95204.46881992665
1533,150033.94151925723
1534,116760.86909445912
1535,158574.54123662252
1536,114712.71410122034
1537,70049.8600307214
1538,148123.25508170732
1539,191763.12432793365
1540,104021.90581461505
1541,144620.84503092797
1542,140123.32016191035
1543,202582.11670027798
1544,81278.84869789601
1545,105353.10728697917
1546,130108.5004708798
1547,136033.3269083759
1548,130371.63856218243
1549,116293.15641757121
1550,134056.7580501855
1551,116013.75153761641
1552,137438.31621539278
1553,144906.9294346733
1554,112634.5265630954
1555,170072.12279086417
1556,84533.17563137089
1557,102539.26958466772
1558,95394.74622946273
1559,85149.50282430716
1560,136974.57980857327
1561,133683.82577449846
1562,125748.15660623278
1563,119119.41598019243
1564,159375.7331003386
1565,149502.5481234722
1566,247554.53298694734
1567,78944.56010241622
1568,246613.99101090958
1569,137743.88074399796
1570,134743.5958954187
1571,128449.56646272789
1572,145723.6623724188
1573,232472.62292687193
1574,113938.76722922217
1575,218106.3380874488
1576,242022.06279144078
1577,194092.61174315005
1578,147547.0253019593
1579,141808.66858966034
1580,190457.88234801422
1581,142702.78475293273
1582,128298.50801964047
1583,333986.73544186226
1584,229884.3216544009
1585,146225.46992392428
1586,78067.81109128628
1587,98755.34930298664
1588,144583.87215882022
1589,105942.74052327925
1590,137937.42604506115
1591,98748.65457689906
1592,123050.44903807587
1593,117771.96347376457
1594,136120.76341507194
1595,112838.81341337875
1596,238511.94592001688
1597,197840.14061359974
