Id,SalePrice
1461,124970.32129177157
1462,164457.97677539272
1463,185641.10279858552
1464,195517.15632449754
1465,196706.37689322222
1466,177630.42320619785
1467,175568.9662683644
1468,168563.39503886676
1469,182622.4694383444
1470,126204.43369953227
1471,196047.75692153178
1472,95799.722943212
1473,98997.54815739304
1474,149167.58120872668
1475,119008.60353851576
1476,358701.91717970226
1477,251954.74110797088
1478,290198.2170590945
1479,279620.93189988117
1480,494358.63757165155
1481,319212.3268880351
1482,204775.36520076537
1483,178818.1058438134
1484,170013.05552770017
1485,179357.1436568152
1486,192250.37188649183
1487,328604.9768335295
1488,236172.16479434515
1489,197591.93121807344
1490,227183.1802166953
1491,196448.02528274053
1492,94130.89547813662
1493,177125.40079989404
1494,301530.3647313917
1495,285223.98406193126
1496,238371.23086235984
1497,181803.81494739247
1498,172749.00451478263
1499,161632.60807142316
1500,156530.70049253455
1501,173700.81213953378
1502,155538.676853139
1503,283671.3905997876
1504,233165.68955461177
1505,228157.01247358276
1506,176299.05673998853
1507,258273.0047936346
1508,195931.20091924237
1509,155002.6060004841
1510,146318.74503113536
1511,157269.0585247349
1512,169870.24335918346
1513,140606.95273623412
1514,163759.62684821704
1515,192170.40542899029
1516,146114.78523942572
1517,157293.42523378602
1518,130344.00895753295
1519,225392.374593008
1520,136407.9734689908
1521,138108.91892824156
1522,170029.56848436518
1523,115962.76058678211
1524,124539.83494053411
1525,125721.50414570872
1526,116454.77800004458
1527,109088.65846903544
1528,133864.64845234464
1529,148670.87742795175
1530,175913.51959647148
1531,116710.32713214679
1532,95485.46142033697
1533,149371.4041817737
1534,121135.98733286401
1535,152594.13463277943
1536,112069.13720470744
1537,68391.45404273426
1538,145402.02936435046
1539,192855.35936190045
1540,97316.8546056308
1541,140372.94945105157
1542,143199.69422226978
1543,195932.4898166072
1544,84166.05549845124
1545,108586.4695801968
1546,132853.3738910655
1547,136112.51659574578
1548,132743.10877378262
1549,119028.54639942711
1550,133904.5925162676
1551,113850.3712486914
1552,137063.65446998578
1553,141162.30378388177
1554,114115.29985315063
1555,167942.24515811645
1556,87473.21479261025
1557,105035.62987741613
1558,98607.77393192738
1559,75133.80783846673
1560,136281.6252779934
1561,129568.38773102887
1562,128830.36768831468
1563,119906.05173760465
1564,160907.64584328057
1565,147624.06197204717
1566,240739.80634928006
1567,80189.72560946237
1568,245743.7332097565
1569,136626.81800661274
1570,134433.48260619442
1571,125228.90736788009
1572,144363.70887555834
1573,226846.74072136296
1574,115518.85667452215
1575,217160.60852306406
1576,239903.3532165943
1577,189035.60349796776
1578,145168.25699003253
1579,141867.2533329083
1580,190931.29761663833
